hash,num_nodes,num_edges,num_calls,num_jumps,num_rets,num_push,num_pop,num_xor_reg,num_undef,avg_block_length,avg_out_degree,call_out_links,has_undef,num_components,density
8c0b492b8bfab6f0975a16973c065b16a5d4d8c90097845c7de023c2a5887d5f,341367,384120,11416,41579,5075,24852,20452,3567,132,3.1507937205412357,1.1252405768571654,22830,1,1224,3.2841451049238497e-06
60e39aabde6230efec2f911b167df075c0086e6306fe77bf93bfb70bc136d23b,12471,16012,3713,3783,1760,0,0,0,2250,2.930238152513832,1.2839387378718627,7426,1,81,0.0001025828197279758
8af03f6529483f962312356fa4eccc2eaed32ef4a4a6de60ac2f8bfd0260cf62,1637,2602,1007,313,269,0,0,0,2,2.9987782529016496,1.5894929749541844,2014,1,1,0.0009715727230771298
67d1dcdbfed6d5cf02c7a39b46483e611ea6d625ad553b9afbcfe8658f11a88a,7064,11234,1977,3441,565,1046,544,390,9,3.2022933182332958,1.590317100792752,3954,1,23,0.0002251617019386595
c56d87806ce16998033a1500f184feeb7f7f7c539621f1dbd9cd0692febc6ed0,5784,9444,2387,2256,340,1272,124,67,3,3.169951590594744,1.6327800829875518,4774,1,7,0.0002823114632983737
05c08b4cc862087e746e8c44c2339504799b77b0438a5d1fda0ee76c52820680,6465,7297,175,801,33,456,160,2,8,3.1031709203402937,1.128692962103635,350,1,29,0.00017387034527118606
ae61530897ac6aad1ac5524cc8714bdd7f3b5d28836a72d86058f4f1041027e9,42975,68243,13123,20335,2723,803,0,1037,1,3.1756835369400815,1.5879697498545666,26246,1,27,3.6950789108979485e-05
527a575957b20371bb1a03d5983f1c5417728fc554649069131b3b72f3764597,18349,21268,447,7351,1375,1447,874,12,303,3.3524987737751375,1.1590822388141042,894,1,686,6.31691595776832e-05
128c1e96327c4aefe32708e10846babe2c33dc104fd39cd88b2a8db13e5fd786,12507,20330,7904,2335,1708,0,0,0,61,2.9968017909970417,1.625489725753578,15808,1,12,0.00012988728231269332
718fab9394aeb51a0ac6803f8e5dea43dcd10956f8b2aa3bc17456e40e619a96,3333,3424,16,148,44,162,85,2,3,3.504050405040504,1.0273027302730273,32,1,15,0.00030750373956963523
1081f39c7ca2a94bd8abf7d2b0415c30ea6cb2e4ce2fa7062318d7b6d9936875,79563,128069,17420,45382,4369,806,2,1973,1,3.219586993954476,1.6096552417581036,34840,1,70,2.0231457753174927e-05
1841bad1d84a047224964e11380afbfe2504e35422add5ec25c525633f9a596c,282916,346564,1269,62461,19,59642,22706,5,30,3.329345105967849,1.2249713695938016,2538,1,30,4.329646306986598e-06
1a85190478ec5577ecb78ea594ac316e3041e97e5f752c80af2dc849aa3bce07,278523,341140,1269,61430,19,58540,22256,5,31,3.316095977710997,1.2248180581136925,2538,1,30,4.39738258724637e-06
76d750bd20684f222e7e13dfc4ce497e41b5350a46fd16350c6dd2659a844ecb,5063,8187,1288,2965,305,151,1,95,1,3.170254789650405,1.6170254789650405,2576,1,2,0.0003194439903131253
88d6349caff3d93197cf96eb45daa2186a7367b5ff676329cdc7efcd7f691bf9,287,257,2,113,134,79,10,1,1,3.3484320557491287,0.8954703832752613,4,1,67,0.0031310153261372774
6a5a82c32596ea6ff226fe8cbe2e1b8452093b12c38e4ad9c7e5fd15c6f74c26,9562,11618,1940,609,187,0,0,0,1,2.999895419368333,1.2150177787073835,3880,1,6,0.0001270806169550657
cd9b888473aa86a98dcbfc4bee14afd887e81ecb0a9ae3d783224479602c6060,12333,19855,3417,6573,802,258,0,340,1,3.2717100462174655,1.6099083759020514,6834,1,6,0.00013054722477311476
b9b6fa1af0d775f54830050975972b8b14c36cd18e6e1ec6087283b0200ccff2,131338,216409,51117,55384,10205,20259,5555,4863,4,3.1213205622135254,1.647725715329912,102234,1,118,1.245372419347845e-05
bb53ba878ca6984856be0fb7cab4ce14205afc583ad5d9392ce088af335a600c,225,255,6,33,2,20,10,1,2,3.631111111111111,1.1333333333333333,12,1,1,0.00505952380952381
0100dd89e7cfd90f3798c598926d86ebbfb8bdb2396b3450153f2187391c286e,21990,35236,6760,10573,1872,2899,900,809,2,3.193633469758981,1.6023647112323784,13520,1,19,7.27140204109248e-05
40965c89b4872d8cb1a901ec94744f59aa472a8c1d390bc0023f62b8127e0f97,25699,36645,3000,12612,1226,3702,1019,175,185,3.235534456593642,1.4259309700766567,6000,1,156,5.535476349612564e-05
f95776ba7b3a603aa28026ea9958c4665fd8b713c81307b8654987247ece91de,174715,283554,71513,67532,16308,33467,5659,5290,26,3.1532152362418797,1.6229516641387403,143026,1,137,9.185014330987946e-06
8413c5a33422347f4764b72ca98a40a946a876238c3ad48fb3eb787448564593,4053,6421,1289,1769,396,679,328,120,1,3.1961509992598076,1.5842585738958797,2578,1,5,0.00039098187904636715
710b9b1b279f9c0bc251f4950814b4d63f5992b90aaf1e72ebd365d8e8167f01,440,687,161,193,39,9,0,29,1,3.168181818181818,1.5613636363636363,322,1,1,0.0035566369848829987
3d2c6abbe53a241ca2c322fedb733a6c78cebaea5d42d18d1f4ddff4e34cc7a0,84130,98045,8015,10765,2051,14167,4647,1761,7,3.2119101390704863,1.1653987875906335,16030,1,200,1.3808016049093929e-05
3b8f8b2934396bea1feef330414e705fd397be52d40b7943308c5f3a1c28fa32,4977,7757,718,3162,305,148,9,78,1,3.2875226039783003,1.558569419328913,1436,1,18,0.000312732783020544
0cce1fd254218a45a1ec107a3c6cb41e4d43a81f2a087fd3416a449d86e7ad98,36868,42455,343,5329,68,6448,139,545,4,3.027883259194966,1.1515406314419008,686,1,4,3.06155205941167e-05
09f05aece6baf9235fe76c8350180f14fef64709f231e9941d68906886a43029,2802,3287,2,509,3,214,103,0,18,3.9796573875803,1.1730906495360456,4,1,1,0.00041447927871176833
098f5d0cc39e06000561dbc15af3ebda6a940a84789d507976eaaeba219a4d0c,22199,22883,53,862,25,1090,219,19,13,3.1006351637461145,1.0308121987476913,107,1,47,4.582430770076344e-05
2267fed0ab31c5e5dddecd5e2a6c4d977115a29ca8bf83a48b57f6de3dfcbada,9738,17139,7123,1530,866,0,0,0,1,2.9998973095091395,1.7600123228589033,14246,1,2,0.00018075509118403032
0776adfd1a6d161ac9b1625ba7c4032f23c704dbb1d94d97da5b578fe46a09de,7922,12053,2196,3502,731,754,393,320,4,3.16599343600101,1.5214592274678111,4392,1,10,0.00019123456605578165
3e0b21220ce5f84816eefd3d879c1fb8f2d22ec3b16ccc00344e805c865f68a2,41967,66598,9473,23525,2434,660,0,1267,1,3.2976386208211212,1.5869135272952557,18946,1,33,3.781426696123661e-05
469eeb5bd3d3359faba769ba901aac47d587a31e174812e62162bd023c8f5c61,17501,20693,1519,2654,399,2689,1082,336,2,3.239014913433518,1.182389577738415,3038,1,32,6.756185360836524e-05
b7a6511859e67f92ab5662b7220a2bf45ab4f035a42af15070ac0605825a880e,2915,3405,2,528,15,194,113,2,19,3.9639794168096056,1.1680960548885078,4,1,7,0.00039685389395960357
08f868950156cad3c46403ae6e9696a770a97c13018283e3cd461e6ed2abd87c,9249,10889,769,1322,138,196,173,202,3,3.3123580927667855,1.1773164666450426,1538,1,21,0.00012730498125487053
6a07e3e1f22d71991465e5f3ae9c9672ff0cf0e400a954b7420346bed2d80ddd,2987,3479,3,528,6,208,110,2,19,3.962169400736525,1.1647137596250419,6,1,4,0.0003862461826656301
a01538866dba02f8a8aff90de663e2dba2694ecefc7cfd2866c62e08eead989c,2843,3311,2,493,5,189,109,2,14,3.9732676749912064,1.1646148434752022,4,1,4,0.0004055790448434034
9cd6e7924f3d31933069e1174d766515dbf04814533f620c4c9bab4120d1645b,27934,43524,7812,13225,2669,4279,1679,1070,6,3.193491802104962,1.5581012386339228,15624,1,30,5.5631281749627186e-05
0b261c21ce8beb0ce8f0c49633ea16f4f569d348ab2f49ed75a8836061195b23,193852,325561,59831,96737,8830,2882,7,3141,2,3.191305738398366,1.6794306997090565,119662,1,114,8.663513212256096e-06
1573615b871c651c54f7f2c77ed14dd6e4a9cbf217996a9e989bba6d97802c97,443,665,122,216,54,22,0,12,1,3.284424379232506,1.5011286681715577,244,1,1,0.003396218706270492
bb675b06a182da14e9ef3820bc43f36250916dcb4810c00293d30da38205824c,85050,93383,4542,14722,2802,0,0,0,413,2.995144032921811,1.0979776601998825,9084,1,1337,1.2909803788525989e-05
6c17db7f2c0dc797031ba13b78421fde0dfb77ff9ad626049131c9410fdcec6c,72833,116279,19906,39445,4077,2567,30,1949,1,3.2262161382889625,1.596515315859569,39812,1,74,2.192052004420542e-05
6a6e16c176004128b918ef3f9ecf1d51d828e6099fba6542b5ac6abdb67c1030,15685,25983,8858,3795,1291,0,0,0,179,2.989034109021358,1.6565508447561363,17716,1,11,0.00010560417138712719
7d5785c1760909ac5dc68ce57aabcf86af2444ae42e19b568eb1e32d8a414913,35869,41057,3186,4463,1009,5168,2061,673,5,3.1894672279684406,1.1446374306504223,6372,1,68,3.1910164853598164e-05
951bd6a959bbcd0243e36f9096dfe4f24f9da3d53c18ab8dcc83643bae7e582a,10399,16580,2651,5176,714,1653,694,422,1,3.254543706125589,1.5943840753918646,5302,1,24,0.00015129178995250498
bfd6028f70dc0f65590f9d6e7e40f3adbcd8d6eb1d702385191ce13643623169,2179,3188,1372,254,523,0,0,0,1,2.9995410738871042,1.4630564479118862,2744,1,1,0.0006717430890320873
df293e8ec82cd87dbbc3ba465e3272036759dbab02721c41350a6b45bbd7427f,9210,14619,3104,4021,908,1793,562,414,1,3.1699239956568945,1.5872964169381107,6208,1,42,0.00017179766430163384
26065ac88503af552669b93d431f53de53ffae4b3fdc0ef0f358a32a972026ec,129,204,39,59,3,34,3,3,1,3.201550387596899,1.5813953488372092,78,1,3,0.012354651162790697
fa8c730a41018f7efa54797b79635edde6b419a168d45dd9944562fb9997cb90,5664,9108,1728,2717,309,87,0,151,1,3.241172316384181,1.6080508474576272,3456,1,2,0.0002839574161147143
afb1c659256d1a89bdeae0ff5db6203fd8ce4f80c4af9c4e9f6843a6fe2f96ef,1616,1693,7,158,41,93,41,6,4,3.449876237623762,1.0476485148514851,14,1,23,0.0006475492750513441
060176553354fef79d3dafd97be2eb4ea9d50fef09fa291d4a9c609da8034451,156475,241789,48832,72482,19605,850,335,3421,139,3.3208563668317623,1.545224476753475,97664,1,1351,9.875279450601857e-06
362a70d3eeecc60bc4b16a778d29313863c04cadff9bb69de1c35ae3341f6e26,7313,11718,4535,1366,1099,0,0,0,21,2.998769314918638,1.6023519759332696,9070,1,2,0.00021904653473730573
62f88928d7ed1d0f6f9f817b005b5506e25d8177ffabc31d82cb64e6f1aff418,1992,3342,1088,612,184,33,0,129,1,3.1234939759036147,1.677710843373494,2176,1,1,0.0008426473346928649
29379afd1ca5439c82931d623fda335174dc416e5b013591457fa1f7bbe564db,75613,123174,19359,40059,3170,988,130,1727,1,3.31604353748694,1.6290055942761166,38718,1,151,2.154427332005656e-05
4320466e2f685cd841127c04b1accb343890713c3c3e4f7a0018346e134603fb,3981,6663,1358,2122,174,101,1,87,1,3.195428284350666,1.6737000753579503,2716,1,8,0.00042052765712511313
b2abbf950c84f9e49e5d7654316e314a336a869eac216cc0b173aac27a1f91d2,3897,4185,210,299,132,494,194,43,4,3.2781626892481395,1.073903002309469,420,1,23,0.0002755765900057908
316ad6f1d43fb7ed5708465e8c8e9c013a2b9abfa966c7b4e672070e454a7052,18767,28825,9852,4453,3238,0,0,0,221,2.9903554110939417,1.5359407470560025,19704,1,44,8.176749261706013e-05
5ba96d1ac6ae35c847f88ebb7289ba5999a44ee47083b040ff47d5fd58cc86e8,46779,79926,17416,21444,2246,660,9,782,1,3.1473738215866094,1.7085871865580708,34832,1,62,3.652544329723526e-05
88444534632b4ba338b23b45087917c6a7f554c83c96bccb4d5bb5ed6ad2fe3c,384,629,252,69,51,0,0,0,1,2.9973958333333335,1.6380208333333333,504,1,1,0.0042768167972149695
0c1b6914359d5da465b1fba96869db6aacaedf275d0bfa21f88d1060b1dcf8ad,954,1569,699,95,133,0,0,0,1,2.99895178197065,1.6446540880503144,1398,1,1,0.0017257650451734674
b0b3bed2b468320b31f2f9c43fbbb45857d609612db56ff93ab1ec04de179563,46172,80666,30082,10883,3915,0,0,0,26,2.999588495191891,1.747076150047648,60164,1,13,3.781814414669086e-05
71ecfddc7fe52a10bdf79c39cf9a1d911257ed0deee1bfef21386053bfe88110,4172,6650,2437,887,473,0,0,0,13,2.998322147651007,1.5939597315436242,4874,1,1,0.00038215289655804945
6aeabc38e658ccaf1e244a0330b7a80a2194845e33c04c7d4fa4d7c5991ea048,105460,119576,5822,14400,2722,16641,6212,2266,3,3.2478285605916937,1.1338516973260004,11644,1,596,1.0744934140113865e-05
200c958ea15935326e2293b9796eb404900a448d3ecf97555d6243a5555d2274,285,428,1,154,0,13,14,0,11,3.1964912280701756,1.5017543859649123,2,1,1,0.005275512725475661
bc4b8089e5a0db883c296898ed52aae7a0577cbb8b7f7f76bedf3a6b451a5401,41503,63273,24924,6619,8151,0,0,0,374,2.992892080090596,1.5245403946702647,49848,1,55,3.6695244892735255e-05
3b2f60587c0ad06c0803a47a1216e8fd891ae5dcf22f0ae2d879575b2e3be98d,2833,3296,2,484,3,199,109,2,14,3.9816448993999294,1.1634309918813979,4,1,1,0.00040657824150797404
7c6c035ca2f5cbb10871c9937dc79a0a5e4b90336d64698562becc0421d23436,5944,9427,2226,2441,605,135,0,257,1,3.094885598923284,1.5859690444145356,4452,1,3,0.0002668633761424425
23e5ed6923cc49f827064fb4a8d5ce29f59097278d53fc8892d4fc6c1a5ebefe,1219,2122,830,232,100,0,0,0,5,2.9967186218211648,1.7407711238720263,1660,1,1,0.001429204535198708
20b4d4dbb2edab93a43737af0f3f877020c55cf1a9cc5556b16a0a1dab3aed22,847,1336,296,350,42,139,25,19,35,3.239669421487603,1.577331759149941,592,1,4,0.0018616672388432542
de4c39e01fe1e18543c178d3475cc11363f406a4ba9b4ada8625eeb33caf52ef,59182,99253,21246,27376,3484,740,11,1252,1,3.178365043425366,1.6770808691831975,42492,1,98,2.8338163754975375e-05
080d880cc8d62aeb5a43f8a1db3b7282ba23cb023b7dec26bcc3e5495bbb6d7e,734,1054,381,133,151,0,0,0,1,2.9986376021798367,1.435967302452316,762,1,3,0.0019590276977521364
19716bdf3c9b2b5f5b2a4d110b7e4acdb90631b3a1aa15320f898cb4007001f0,4664,6758,168,2321,160,237,238,17,42,3.6578044596912522,1.4489708404802744,336,1,37,0.0003106459412424881
2ae12d4302b8b95ab57498fbeac15cbfcf3b709032debf4c8563b1088c6b8ea6,2432,2702,161,171,48,494,135,37,1,3.293996710526316,1.1110197368421053,322,1,2,0.00045702169347680186
b0b58007a4ec7918e21cf2f39070c94eedbc0120e730629defe2de3c5856b59c,4505,7085,1280,2240,377,100,0,198,1,3.178912319644839,1.5726970033296337,2560,1,7,0.00034917784265755636
3f1dd2488a12ef225d2bf46d104ca16a2d6e8b1790ee5d698f17621d0cbc24c5,42454,64892,21403,10120,6578,0,0,0,245,2.9973147406604794,1.5285249917557828,42806,1,44,3.600344680084615e-05
1a433981ab515f1cbca157bc98c076bfa19fd4d283a8b3ddb9abd3d7d7808a23,488176,527171,11838,51987,16798,42485,26496,3549,233,3.2923576742814067,1.0798789780734817,23675,1,6065,2.2051498940402987e-06
c69b3f78688918c8c4c93f615cd88530d876507b83c345a09a895cfd5644ecc5,2967,3442,5,504,5,197,106,2,17,3.9561846983485003,1.1600943714189418,10,1,2,0.0003872673583388958
dc8f4627c97e786a941ba33bb9d98aa033214d79fbaa365df97be9326791929f,389,490,11,205,79,48,12,2,2,3.5038560411311055,1.2596401028277635,22,1,26,0.0032464951103808337
d36f7324d8ac55e25b364bf90cfe07ef1dfa32c2ba7fac7d0171270c94f3dbac,21688,37233,6491,9600,1590,3444,448,335,4,3.238933972703799,1.7167558096643305,12982,1,51,7.313313792723568e-05
8d5e0a69f60e524278476c62e412feb023a7c42ed27ebe3cbf1b26f54a3daddd,513,611,110,49,27,0,0,0,1,2.9980506822612085,1.1910331384015596,220,1,2,0.002326236598440546
6104a5e81ba8a1f90f4fad7c19d2fa884a85b965db7fa103087c6ea2f931d444,1899,3339,1511,201,154,0,0,0,1,2.9994734070563456,1.7582938388625593,3022,1,3,0.0009261155141827738
0fb4f95d40762385a730aa00905c9911ebccf8c5d6a034530c7e668938b5fa07,1217817,1276079,20654,73341,8806,43096,20994,6533,234,3.1620358395391097,1.047841342336328,41308,1,6082,8.587962568601563e-07
60c4bafe384a834aec8b914dcafecef970823c771c10a15804d8e75170ec7f0e,59733,90826,20226,22112,4157,6525,2623,2485,10,3.0934491821940973,1.520533038688832,40452,1,199,2.544330821453443e-05
f87c8e4b366bd323e98291974c8d827016aa49e2e88a55f48e43dd402786eb4e,274,275,2,6,2,52,38,0,0,3.346715328467153,1.0036496350364963,4,0,1,0.0036763722895109758
309c616209120ee751df11612a8eadd06e8c86e68510d0b31ba21290782516fc,2268,3252,1325,300,510,0,0,0,9,2.997795414462081,1.433862433862434,2650,1,7,0.0006324933541519337
6dfb65dd354cc641e55536eba290f41f3721baa7f479f0e5863ed4803f2e80a9,1059,1072,5,20,3,14,6,0,5,3.2823418319169027,1.012275731822474,10,1,2,0.00095588983436598
10fdb29dbf0a102dd009bfb7195cd32e84ede7656667350c0dabfaea1ee35a77,47683,48110,228,3928,3163,4591,2401,16,23,3.539353648050668,1.008954973470629,456,1,1210,2.11539232369252e-05
7dc4b3c6aeef650a08f7d1f7f8d64670415875d8b03a61b3bca2bb6217d6a911,382,403,1,44,9,42,32,0,1,3.6387434554973823,1.0549738219895288,2,1,8,0.0027689601627021755
96b471fa610eb992065acc4c7f3cd1155f85f12facc485436512661b58f227d4,139104,220146,48604,60149,13570,24939,3756,3034,25,3.189778870485392,1.5826000690131126,97208,1,146,1.1212890191916993e-05
77adfbc1360aa3f8a799df0210f6cda7676908a92d2c6d09cda1925c6b9a2049,21989,35964,5796,10797,1242,2331,321,457,2,3.248624312156078,1.6355450452498976,11592,1,11,7.349623841970434e-05
2253204e7b36c2b65ab98763de955037231af1cbfdef201b76091d11161d08c3,158847,268221,61577,69298,7877,27845,4703,5166,2,3.131982347793789,1.6885493588169749,123154,1,68,1.059150165790377e-05
8c4bf319090e02b339394b23aee8bc79bb421f17bee9df66a773954b0db9ea9e,11385,18286,3167,5758,764,1897,854,436,2,3.242072902942468,1.6061484409310496,6334,1,9,0.0001408104695708961
066d97994cb0d8ee88bc048f335ff0688a547788a1b529962e3cce24f860b8a2,9884,14888,6454,1058,2137,0,0,0,3,2.9996964791582355,1.5062727640631324,12908,1,3,0.00015241047901073888
2d7604f18034d944369d65505a33982e0f8bc3865f38010202c21897151e365f,343,578,274,14,48,0,0,0,1,2.997084548104956,1.685131195335277,548,1,1,0.004927284196886775
91dfe361286b95a1b64a9b7232053168f80fdcfe6282cb81fcbf679b261a23f4,17668,27856,5835,7741,1797,2543,931,769,2,3.189721530450532,1.5766357256056147,11670,1,21,8.887022037597704e-05
6a605ba29c42105b01e0ad8b65e70eed32b78fd0a9545fb8c32698a255921f78,3435,4781,1224,1070,831,0,0,0,8,2.9994177583697232,1.3918486171761282,2448,1,126,0.0004039576832073138
b3db557b3470320fedd1de8eff9562dbe343a3f7322445f52a02dd30d526896f,36251,57378,16917,11128,5183,0,0,0,95,2.9990345093928443,1.582797715925078,33834,1,31,4.354619468285774e-05
959e8b71bbd9ceb34be3cb89288f655aa04e61f2c87483883ce7c1ef5fd61b7e,17183,23990,3843,5628,2197,0,0,0,286,2.999941802944771,1.39614735494384,7686,1,968,8.125639360632289e-05
1d4ca1d84477dd850e1f1125740ce421284c345a4a5d10bb4d3e69b590cb5f67,163,160,4,67,66,38,10,1,1,3.4355828220858897,0.9815950920245399,8,1,33,0.006059228963114444
d19e9bec8a956ab66de5b7cfd05e9da8fafc2d7a4b04e4208160bfe3008ea234,3021,4384,164,1494,116,187,145,15,32,3.638861304203906,1.4511751075802715,328,1,21,0.0004803023427618152
a725dece170d6af9cc7eaa42ff5cfedc10e8ad70b76ee50bc50413b412bb3db7,193354,310613,70316,78645,11704,24005,14782,7432,28,3.155383390051408,1.6064472418465612,140632,1,372,8.297103682855921e-06
39222dc16124b8a569ec5e7d3ec0ad0711160fdb0e7bec621c52fbf211203f94,180042,296169,63632,85813,6527,1291,0,4821,1,3.161917774741449,1.6449995001166395,127264,1,26,9.136804950631465e-06
9087f69a3a8e4a7dc8d794f81a8ebad10da269942344bcf7ea699efb197a6305,29718,38706,2786,13106,5246,3780,1254,314,27,3.258833030486574,1.3024429638602868,5572,1,1465,4.37999031820697e-05
4c5d7ed186e4e41fade9d40ea7b8764f86ecbb1b2b12f4ae1ab0b19a480b39b8,22030,24911,1442,2355,446,3099,1050,387,6,3.2841125737630503,1.130776214253291,2884,1,18,5.1331254902777746e-05
d4b37ae6236b8e1729aa9ebf5e34317c58567169f8014fee90a77d3804271d67,665,1060,153,368,50,80,42,24,2,3.2421052631578946,1.593984962406015,306,1,2,0.0023983150647703595
19dd6cb5f1b36f21598db51256d4952d7620eb0e1ee0c3f24bb51ef8a07a5dfc,5244,5428,66,332,15,208,59,10,13,3.1958428680396644,1.0350877192982457,132,1,48,0.0001968044858183655
cc64714bb578cdae4b4dec202b04c4dc1088cde4ce45b07856b59e553913c045,21227,33479,6365,9535,1568,3104,946,841,1,3.230555424694964,1.5771894285579686,12730,1,11,7.427574677232196e-05
8a67904c52d3dba0685bdc837dc66f6087f9903624e3e25727e534aefc9b6128,4770,7458,1124,2595,354,90,0,183,1,3.289937106918239,1.5635220125786164,2248,1,7,0.000327851124466055
ad0b686c210f1f54f1b07bbbefcab409d352cfbfb62ade68bca116d9c1502524,2431,3791,1058,840,372,0,0,0,1,2.9995886466474704,1.5594405594405594,2116,1,2,0.0006395444303941036
439fa40357463de5760a2072979672a5750061ce65250b1792bec3e290cfdf9d,241243,280088,15425,32591,4860,35299,12089,4621,7,3.196544562951049,1.1610202161306236,30850,1,221,4.7858220030668e-06
f511674de8006179bd6e9c0214efcb6ea0921ee79778ab5252fcd2960fedfe47,69873,111895,18774,38559,3856,2397,31,1830,1,3.231176563193222,1.601405406952614,37548,1,69,2.2919129364446617e-05
ad5ba8ca9c203b79a7c8ad7db843bec2de3f9d2aaf27c59db37eaa34be5e1dd2,24432,40392,9313,10771,1290,387,1,498,1,3.1338408644400784,1.6532416502946954,18626,1,2,6.7602818270892e-05
507605e0599c1c41a765872bad9885b29b8b88adc0a9736dcafe8b75e3ad678b,1378,2331,925,300,107,0,0,0,2,2.9985486211901304,1.6915820029027575,1850,1,1,0.0012284546135822496
047f0d29961499e57c5f645db2b9f88f9086f424893d9aeef1a6b33be2494a91,292211,358092,1269,64690,19,61544,23178,5,27,3.309546868529932,1.2254569472059573,2538,1,30,4.193590351530742e-06
cc9c811fb4be990325bb3297caabd5987c1a7d924ae5535620de3172b6d8ebdb,56672,95059,14222,34240,1738,1464,10,1293,1,3.302847967250141,1.677353896103896,28444,1,23,2.9598099488343176e-05
524aa5c48305ef1a676b5cf0b1b71aefc564ed3e688b55c061463f4b77a9fbdc,296221,320970,14094,23563,8140,25261,15512,3964,65,3.1900607992005967,1.0835491069167953,28188,1,2308,3.6472986542550173e-06
20a27c7d25d14fb8906f4942b8ae0e8057d5a5d11201a49887df06ea15374da2,2782,3226,2,463,3,220,112,0,12,3.9831056793673616,1.1595974119338606,4,1,1,0.00041257676680959504
6886c5c9314435957bd5897ddf12ba7a06abf806f5c2415ad877baf0ea496cb6,445,489,8,58,10,39,18,2,2,3.689887640449438,1.098876404494382,16,1,5,0.002474946856969329
e99f979192b164a852743b7b76c198044e8ac03702d21e201f0d9503306db874,69218,80016,7073,12446,5209,0,0,0,218,2.996850530208905,1.155999884423127,14146,1,2016,1.6701097771112978e-05
43857edb0306ab59d40b16066258ea530798ed3c3a9f625613b055d6b1c7429e,2826,3411,561,242,96,0,0,0,22,2.992215145081387,1.2070063694267517,1122,1,2,0.00042725889183247844
318588e482a2f2b0a9cfcce1fa3a704a8cde59560c85a4d55ac367b790e2e726,95670,112410,7753,13607,1518,2157,2709,1451,1,3.1970105571234453,1.1749764816556914,15506,1,33,1.2281684575522807e-05
0dd0d4461db44167db1593ba8894488cc17be6490e0fbf55002a7b56aff19854,23928,40354,15163,5018,1730,0,0,0,6,2.99991641591441,1.6864760949515212,30326,1,11,7.048073351719527e-05
dec6b6a0440abd2a9012aca85c2c94812cc8d907a6a6d4892510327b3f34e20e,16305,25760,4367,8150,1248,2568,883,802,1,3.26360012266176,1.5798834713278136,8734,1,12,9.686020802543756e-05
fa789cc3fca76cb27d7a6b57e416fe1512921014d22d199df48227fe948f02fa,927,946,8,49,20,143,113,0,2,3.6084142394822005,1.0204962243797195,16,1,12,0.0011008828031621547
